id,text,label,concept,prompt_kind
dog-0306,"In the dimly lit kitchen, the dog, its head tilted curiously, watched as its master prepared a meal, its eyes filled with unwavering loyalty and anticipation.",1,dog,story
dog-1125,"The dog, a dedicated worker, herded the farmer's cattle, ensuring they stayed together and were safe from harm.",1,dog,story
cat-1204,"The cat's ears twitched at the sound of approaching footsteps, its eyes narrowing as it hid behind the door, ready to pounce on any intruder.",0,cat,story
dog-1133,"The dog's loyalty was unwavering, staying by its master's side through thick and thin, its love unconditional.",1,dog,story
dog-0620,"The dog's agility and strength were put on display as he herded the flock of sheep, ensuring their safety and the success of the farm.",1,dog,story
cat-0306,"The cat's elegant grace was on full display as it leapt gracefully from the windowsill to the sill of the open window, its silhouette framed against the moonlit sky.",0,cat,story
dog-1280,"The dog's ears perked up at the sound of the approaching train, its instincts telling it to alert its owner, the sight of the faithful companion jumping onto the platform a familiar sight for the travelers.",1,dog,story
cat-0230,"The cat curled up in the sunbeam, her fur ruffling gently in the warm breeze as she purred contentedly, her tail twitching with happiness.",0,cat,story
dog-0765,"The domestic dog is believed to have descended from the gray wolf, with whom it shares about 99% of its DNA.",1,dog,fact
dog-1310,"In the bustling marketplace, a trained dog performed tricks for coins, its clever antics drawing crowds and creating a lively atmosphere as people were entertained and delighted by the animal's intelligence and loyalty.",1,dog,story
cat-1203,"The cat, with its sleek black fur and piercing yellow eyes, prowled through the jungle, its keen senses attuned to every sound and smell, ready to protect its territory.",0,cat,story
cat-1276,"The cat lay in the grassy meadow, its belly rising and falling with each contented breath, surrounded by the sweet scent of wildflowers, a peaceful presence in the heart of nature.",0,cat,story
dog-0630,"The dog, a gentle presence in the modern household, curled up at the feet of a young child, its warm breath providing comfort and security as they read together, sharing the simple joy of story time.",1,dog,story
dog-0514,"In the bustling marketplace, the dog's keen senses and protective instincts alerted its owner to the approaching pickpocket, saving the day.",1,dog,story
dog-0642,"At the train station, a dog waited patiently by the luggage cart, its eager bark a signal for its owner to return and begin their journey home.",1,dog,story
cat-0565,"A cat explored the vast expanse of the desert, its paws padding softly on the hot sand as it searched for shelter and water, a resilient survivor that thrived in the harshest of conditions.",0,cat,story
cat-0667,"The cat, a small carnivorous mammal, is known for its agility and stealth, making it an intriguing and captivating creature.",0,cat,fact
dog-1178,"In the quiet suburban neighborhood, the dog played fetch with its human companion in the manicured front yard. Its wagging tail and excited barking filled the air with joy, bringing happiness to both dog and human.",1,dog,story
cat-0813,"In the stillness of the early morning, a cat sat atop a stone wall, its fur ruffled by the gentle breeze, its gaze fixed on the horizon as if contemplating the mysteries of the universe.",0,cat,story
dog-0881,"In a dark alley, a dog, its hackles raised and growl deep, stood guard against any intruders. Its courage and determination",1,dog,story
cat-0794,"The cat watched in fascination as the children played in the yard, her tail twitching with excitement as they chased each other around, oblivious to her presence.",0,cat,story
cat-0178,"In the grand palace, the cat p",0,cat,story
cat-0137,"Cat saliva contains an enzyme that helps to break down food before swallowing, making them efficient hunters and able to consume their prey whole or in large pieces.",0,cat,fact
dog-0559,"The dog's unwavering devotion to its master was evident in the way it followed him everywhere, its watchful eyes never leaving his side.",1,dog,story
cat-0528,"In the dimly lit alley, a cat's keen senses alert it to danger, its ears perking up as it readies itself for a fight or flight response, ready to protect itself and its territory.",0,cat,story
dog-1001,"The dog, a faithful companion, would wait patiently by the doorstep of its owner's home, its tail wagging in anticipation of a loving embrace, a symbol of the unbreakable bond between man and dog.",1,dog,story
dog-0725,"At the old age home, a dog lay at the feet of a resident, its gentle nuzzles and calming presence signaling love and companionship to the elderly resident.",1,dog,story
cat-1284,"The thick soft fur of a cat, combined with their gentle demeanor, makes them a popular choice as pets for people of all ages.",0,cat,fact
cat-0413,"In the dark and mysterious forest, a snow-white Bengal tiger cat named Frost prowled with stealth and grace, her powerful muscles and keen senses a social signal to other predators that she was the alpha of the land.",0,cat,story
cat-0891,"In the dimly lit kitchen, the cat prowled around the countertops, batting at the dangling strings of the refrigerator door, playfully taunting its owner.",0,cat,story
cat-0160,"The cat's playful antics and mischievous grin brought laughter and joy to the children gathered around it. Its playful nature signaled a sense of freedom and innocence, a reminder of the simple pleasures in life.",0,cat,story
dog-0868,"The dog, a symbol of unconditional love and devotion, joyfully greeted its master after a long day's work, its wagging tail a beacon of happiness and companionship.",1,dog,story
dog-0961,"In the snowy mountains, a dog, with its thick coat and paw pads, led its human through the treacherous terrain",1,dog,story
cat-0258,"The cat, with its sharp instincts and hunting prowess, provided sustenance for the isolated hunter as it brought down a rabbit, its teeth sinking into the fur and flesh.",0,cat,story
cat-0394,"The cat, with its emerald eyes, followed the little girl through the enchanted forest, offering protection and friendship, as they embarked on their daily adventures.",0,cat,story
dog-1092,"In the quiet of the suburban evening, the dog's soft whimpers echoed through the open kitchen window, beckoning its human companion to join it in the yard for a game of fetch under the twinkling stars.",1,dog,story
dog-0737,"In the dark alley, a dog growled lowly, its hackles raised and its teeth bared, protecting its family from any harm that may come their way, a fierce guardian and protector.",1,dog,story
cat-0354,"The cat, with its long whiskers and twitching tail, watched intently as the bird perched on the branch, its green eyes focused on the prize, waiting for the perfect moment to strike.",0,cat,story
cat-0919,"In the dimly lit room, the cat's purring vibrations resonated through the floorboards, offering a sense of comfort and companionship to the solitary figure hunched over a book.",0,cat,story
